Text,Biased
johndepetroshow rici is a rightwing org of some jews and more evangelical christians that exists to accuse synagogues and other jewish entities of being insufficiently supportive of israel and harass their members and rabbis theyve also voiced support for white nationalism,non-antisemitic
"rt reaganbattalion  

leaked audio of nygovcuomo admitting that the new covid lockdowns in new york targeting orthodox jews only is not based on any science or medical expertise but rather in his words is a �fear based response� httpstcomozxzbceem",non-antisemitic
"rt historyinbooks wallenberg the incredible true story of the man who saved the jews of budapest by kati marton
literatureposts
httpstcotycytieg",non-antisemitic
rt grayconnolly the media case against margaret court is not that she is offensive  her views on marriage amp sexuality are shared by not just christians but jews amp muslims  but that she just refuses to publicly bend the knee amp play along on the medias key issues so the media just loses it httpstcongyigfek,non-antisemitic
"rt auschwitzmuseum  march  | a dutch jewish boy bernhard sanders was born in schalkwijk 

he arrived at auschwitz on  january  in a transport of  jews deported from westerbork with his mother johanna and father willem all three were probably murdered in a gas chamber httpstcoxhbhvjah",non-antisemitic
"mahuamoitra the way nazis killed jews tmc has committed unspeakable atrocities on hindus in bengal  

dont recollect you ever condemning it

why lady goebbels",non-antisemitic
fatsbigday it�s showing that eldians are suffering at the hands of marley just like jews in nazi germany it displays that discrimination and prejudice repeats itself throughout history,non-antisemitic
lalilull james vashfanboy lilplayboyy justanled ign name one bad thing jews did that justifies hitler killing millions of them,non-antisemitic
rt theradr thread collecting the coverage of and by asianamerican jews this past week httpstcoxmuyoqpivc,non-antisemitic
rt auschwitzmuseum a year after the wannsee conference a transport of  jews arrived at auschwitz from the westerbork camp in the occupied netherlands  of them were murdered in gas chambers together with  jews deported in a transport of  jews from the ghetto in grodno httpstcoxpfxvtso,non-antisemitic
"rt tikkunist israelpalestinian conflict solved

ethnically cleanse jews and then divide their land in two with a terrorism highway im sure this will work this guy is a genius httpstcodfbmaawy",non-antisemitic
"rt davidcicilline i�m an italian and a jew

mussolini was a fascist dictator in league with adolf hitler who murdered six million jews

marjorie taylor greene can get lost",non-antisemitic
"tw antiindigenous racism jews being fucking foolish 





purim is my least favorite holiday i absolutely hate it this is why  





 httpstcotgellqkxn",non-antisemitic
rt aghamilton despicable hard not to notice that this video is very similar to many from the wave of attacks on jews in ny in  the city has a serious problem with bigoted attacks that just isn�t being addressed httpstcopzczpjkhv,non-antisemitic
"claireredacted chartoc claire do you think the trope that the jews rule the world or have power disproportionate to their numbers is baseless do you think that perception comes from somewhere

i oppose antisemitism but you cant simply cancel everyone who questions jewish lobbying",antisemitic
"rt auschwitzmuseum  april  | a french jewish girl charlotte dancyger was born in paris

she arrived at auschwitz on  september  in a transport of  jews deported from drancy she was murdered in a gas chamber after selection httpstcougoiiypt",non-antisemitic
"rt dorotapodlesna kokothecat yossigestetner no it wasn�t it was a sovietjewish pogrom  robbing of all polish civilians of the village

more innocent poles murdered in koniuchy  than jews in kielce 

facts are not antisemitic",antisemitic
"rt maas_uk more muslims are reaching out to jewish brothers amp sisters globally

now is the time to join groups who actively seek to develop stronger bonds between muslims and jews this also means standing together against antisemitism amp antimuslim hate

followus joinus httpstcojvhafbtdb",non-antisemitic
operhealamerica you do know that if my people then i will is about jews and the nation of israel under the oc right,non-antisemitic
rt nadness israelradioguy zasaria monerief maxblumenthal cosmopolitka tfilastin who at the time of the proclamation of the israeli state in  were within its borders and by virtue of a land law that applies only to them became israeli citizens reduced to the state of a minority in a society made by and for jews arab citizens have in fact found,antisemitic
rt asawinstanley i dont see the need for all these longwinded definition documents i agree with tony greenstein the dictionary definition of antisemitism is all you need hatred of or prejudice against jews as jews,non-antisemitic
"theipaper yes the antisemitism has gone right up with keir starmers purging of hundreds of leftwing jews from the party

labour now have an official wrong kind of jew policy",non-antisemitic
rt charlesadler ford never burned down a parliament building never ripped up a constitution never mass murdered jews lgbtq gypsies amp�,non-antisemitic
"rt voterandyfine apparently democrats do not believe jews are allowed to have �peaceful protests�  this is disturbing on so many levels 

httpstcolpzkymztd",non-antisemitic
"rt elderofziyon israel delays sending vaccines to gaza for  hours  the world goes crazy

five days later not one of those vaccines have been used yet and hamas delay is growing no one cares 

as usual when jews cant be blamed palestinian lives dont matter
 httpstcoyeemzrod httpstcoxvzgcbtiy",non-antisemitic
rt museumcromwell onthisday  march  the petition of seven jews requesting readmission of the jewish community into england was presented to oliver cromwell amp the council of state although a formal answer was never given jews were now allowed to worship amp trade freely thcentury otd httpstcounaoyanal,non-antisemitic
rt royathewriter yesterday some proud boys wore shirts with mwe insignia it means  million jews wasnt enough a reminder that if democracy becomes vulnerable genocidal forces in the wings are ready to rise yes even in america capitolriots httpstcotydhkxvby,non-antisemitic
jstreet honors jimmy carter who once tried to intercede for a nazi guard who murdered jews on monday jstreet honored former president jimmy carter with their tzedek vshalom award jimmy carter has a problem with jews not zionists � httpstcosjenypopj elderofziyon httpstcouymkdmrgvg,non-antisemitic
"rt jamesefoster the people who�ve tried to silence me are the anticorbyn brigade 

they�ve used lawfare false accusations of antisemitism accused me of keeping �lists of jews� and have vexatiously reported my twitter account 

so no lectures from them when it comes to �silencing� people",non-antisemitic
rt somicom know_more_news when bolshevik jews got complete control in the soviet union they made �antisemitism� a crime punishable by death the russian people ended the soviet union hell on earth nightmare and christianity is now being restored article from jewish publication httpstcowvnoat,antisemitic
"rt ummismaelsf greene�s claims were familiar territory all of them shared a common theme conspiracy

jewish people and muslims both have reason to fear the lack of condemnation that taylorgreene has faced

demvoice 

wtpblue

httpstcojimiuvvt",non-antisemitic
on episode  identitycrisispod yehudakurtzer amp jgreenblattadl discuss jewish perspectives on the current and former administrations and how american jews need to better understand our democracy and what makes it work jews cannot afford to be bystanders in this system httpstcobglhnplxa,non-antisemitic
thehill why did she call the mass murder of children staged or something did she like comments about murdering the speaker of the house does she think that the jews are using lasers to start forest fires what,non-antisemitic
rt rpsagainsttrump marcorubio i wonder what would you say if there was a president who would constantly offend native americans hispani�,non-antisemitic
rt nytimesbooks what happened to highranking nazi officials who were never caught philippe sandss new book answers the question in the case of one man who was responsible for the deaths of thousands of polish jews httpstcotzpoxer,non-antisemitic
"rt rickstrom there�s a company called teehands 

it appears they are making and distributing the mwe  million jews wasn�t enough tees

they also make and distribute the camp auschwitz tees 

i don�t ask for rt�s but spread this far amp wide 

no one should use this company ever again httpstcofuahspuqh",non-antisemitic
"rt haaretzcom netanyahus theoretical coalition would include both jewish and muslim fundamentalists anshelpfeffer opinion
httpstcohefngcjg",non-antisemitic
rt seattleindpdnt followwin guardian abcutah hey jason remember in those films where they had those characters who would rat out jew�,non-antisemitic
rt paulkrugman hate mail today a great day for negroes and jews fact check true also for working americans of all races and religions and for democracy,non-antisemitic
offensiveleftie no_to_socialism not_the_bee no she pointed out that the media and mob mentality ganging up on and silencing people for being who they are is eerily similar to the way that the citizens of germany blindly followed nazi leaderships silencing of people they didnt like including but not limited to jews,non-antisemitic
rt edolinsky ukrainian institute for national memory marking the international holocaust remembrance day by honoring in its virtual necropolis a nazi war criminal ivan yuriyv  deputy commander of zondercommando a which in  murdered more than  thousand jews in ukraine and russia httpstcondubga,non-antisemitic
rt spindokai dawn butler explaining gaslighting where was your support when the jews needed you dawn httpstconctvnzqpk,non-antisemitic
rt salihhudayar potus should know that nothing can be a justification for genocide hitler attempted to create a greater german reich through aggression invasion of neighboring countries and the holocaust of millions of jews and others xi is doing the same thing today and must be stopped httpstcoteuajojq,non-antisemitic
rt newsmax teachers union head makes controversial remarks about american jews httpstcofuosqpuiys httpstcombsjatjvu,non-antisemitic
rt justinahorwitz a republican congress member said jews control space to start wildfires and not one republican has said a word,non-antisemitic
rt chilljat josh_hammer i�m reading a  novel re s germany frightening because of  similarity of tactic between the nazis and the woke�,non-antisemitic
"bazppc audrey_wood aneesafalasteen you mean the offer that created a arab state next to an arab majority state the very same scenario where you called for the ethnically cleansing of the arab majority state of al jews

by your own words the api was never a peace offer",non-antisemitic
rt warmongerhodges id love to know what british jews think would have happened to them if corbyn had become pm i can only assume they�,antisemitic
"rt sankrant of course the biggest source of hitlers prejudice is christianity for centuries christian had persecuted jews the problem was theological�their not accepting jesus as the messiah hitler has the final solution to christianitys problem

httpstcovhhhpliqa",non-antisemitic
elivalley come to britain oh american jews,non-antisemitic
"rt einatwilf israelis do not revel in the holocaust as source of legitimacy they mourn a vision of a state that could have been home to many more zionism sought a state for the jews not so that never again zionism sought a state for jews so that never at all
httpstcokeozrtx",non-antisemitic
"rt auschwitzmuseum  january  | a dutch jew bernardus sarlui was born in amsterdam a baker 

he arrived at auschwitz on  august  in a transport of  jews deported from westerbork 
no 
he perished in the camp in september  httpstcopremtsb",non-antisemitic
ajuxtoposition bilmishmish levi_genes_ michalalicia you are antisemitic you want to force jews to accept nonjewish people as jews and change their identity,non-antisemitic
rt auschwitzmuseum baddiel instrumentalization of the tragedy of jews who suffered were humiliated marked with a yellow star and fina�,non-antisemitic
"rt farmanafridim yasseralhabib in his movie aims to satisfy jewsampchristians by saying that after the death of the prophet his family were tortured and were denied their right to government this is a jewish narrative on islamic history 

deport infidel yasser al

wecondemnblasphemousmovie httpstcoaeoib",antisemitic
"bettymccollum aipac but giving us money for killing jews is fine  antisemite bigot
here is the going rate httpstcodfybaranm",non-antisemitic
"rt tomlondon here is a truth you wont get from msm 

starmer has suspended or expelled more jews from the labour party than any predecessor

leftwing jews who support the human rights of palestinians and deplore the words amp actions of the rightwing board of deputies feel very unwelcome",non-antisemitic
"rt sharkdiveruk whywouldyou_uk peterunfiltered janinemasn unitetheunion if  arab nations hadnt have invaded nascent israel noone  not a single person would have had to have left
arab leaders told them to run promising the spoils when they drove the jews into the sea
israel otoh  in their proclamation of independence implored them to stay httpstcomoxwfsctb",non-antisemitic
"ah yes pius v outed the jews 

everybody be forgetting to read their history dont they",non-antisemitic
"rt rickstrom there�s a company called teehands 

it appears they are making and distributing the mwe  million jews wasn�t enough tee�",non-antisemitic
"rt simonmaginn ive long been concerned that the antisemitism smearing war could lead to more antisemitism ive seen a couple of posts today relating to it that i thought were antisemitic

its the rightwing plp and the media who did this to our country not jews",non-antisemitic
mdubowitz if the conflict didnt involved jews nobody would even know it existed,non-antisemitic
rt jewssf david baddiel writes with such misplaced confidence he actually had me believing that the talmud was codified in the cth it�,non-antisemitic
"rt auschwitzmuseum  january  | a french jewish girl doris mireille lewy was born in toulouse

she arrived at auschwitz on  may  in a transport of  jews deported from drancy she was among  of them murdered after selection in gas chambers httpstcovyhzwumk",non-antisemitic
rt einatwilf as i get older i find that i have less and less patience to calmly explain israel and zionism to antizionists i increasingly rely on ephraim kishons great saying that while sadly israel did not cure the world of antisemitism it did empower jews to tell antisemites to shove it,non-antisemitic
"rt auschwitzmuseum  march  | a french jewish girl claudine malack was born in paris 

she arrived at auschwitz on  november  in a transport of  jews deported from drancy she was among the  people murdered after selection in a gas chamber httpstcoqpdatdkjop",non-antisemitic
"rt auschwitzmuseum  february  | a french jewish boy bernard muljar was born in paris 

he arrived at auschwitz on  august  in a transport of  jews deported from pithiviers and beaunela rolande he was murdered in a gas chamber after selection httpstcodtewsigv",non-antisemitic
"potatozoomer nickjfuentes you know i really wish that it was more diverse 

but op was complaining about the presence of jews that was the main issue",non-antisemitic
thisburnsforyou mattgaetz oh it�s clear just those who would be welcome in white supremacy groups people of color jews or anyone else not fitting into the �master race� plan will not be welcome,non-antisemitic
the author adlibs rom after the rapture many jews will realize that jesuswas right after allthe rapture can only take place after the last christian from all the peoples of the earth has been called that is to say has come to salvation it doesnt it say any of that httpstcomjpbktujpl,non-antisemitic
"rt auschwitzmuseum  february  | a transport of  jews deported from westerbork in the germanoccupied netherlands arrived at auschwitz ss doctors sent  men amp  women to the camp the remaining  people were murdered in gas chambers

among them was philip cohen he was almost  httpstcokriyikvskx",non-antisemitic
"rt auschwitzmuseum  april  | a dutch jewish boy david ossendrijver was murdered in a gas chamber in auschwitz iibirkenau 

he was born in rotterdam on  september  he was deported from westerbork in a group of  jews  of them were selected to be killed

he was  years old httpstcokcdynqglj",non-antisemitic
"rt lizarosen what part of death to america death to israel amp curse the jews made the biden administration believe that the houthis in yemen are serious about peace
please realsarahidan send bidens officials a image of the houthi flag with translation they probably dont know arabic httpstcoofgmwgqo",non-antisemitic
rt rabbijill in regards to gop congresspeople feeling afraid for their lives perhaps you didnt have your grown sons call you the night of the  election asking if we as jews will be safe here now maybe you didnt hear your husband tell the family to get their passports in order ,non-antisemitic
rt blakeflayton imagine if people spent half as much energy standing up for orthodox jews as they do rewriting definitions of antisemitis�,non-antisemitic
mlouisae absolutely worth remembering the many jews who were massacredholocaustremembranceday,non-antisemitic
mabuddytango arayamas gaza naxarock ahmedqaraqra ralvarezdj quetemuevas landa_jj localfocus one neglected fact the bodies on the ground you feel compassion for  some of them are jews killed at mittelbau dora concentration camp in germany where the picture was taken islamicjewhatred httpstcofpocsm,non-antisemitic
"irony amp cynicism of bibi netanyahu is trying to convince and courtship arab jews  arab israelis  for coalition attempt in the next general election that will swing by in march probably
what he may not encounter the popularity of yaron zelekha new economic party  centre left",non-antisemitic
rt giannoulias it�s  a republican member of congress has literally just said jews are controlling space to start wildfires in california and not one republican has said anything truly disgraceful she should resign or be expelled unfathomable,non-antisemitic
rt auschwitzmuseum at least  million people were deported to auschwitz  mln jews k poles k sinti amp roma k soviet pows amp k others incl almost  jehovas witnesses and at least  homosexuals some  million people were murdered in auschwitz  of the victims were jews,non-antisemitic
rt mikereiss news story patriots wr julian edelman writes an open letter to miami heat center meyers leonard after slur most likely you werent trying to hurt anyone or even profile jews in your comment thats what makes it so destructive  httpstcomzepiboec,non-antisemitic
rt vp today�on international holocaust remembrance day�we remember the six million jews and the roma and sinti slavs disabled persons lgbtq individuals and many others murdered by the nazi regime and its collaborators,non-antisemitic
i wonder if the jews who proudly brag about gatekeeping judaism amp denying the validity of fellow jews think that they are performing mitzvot i know they know it�s cruel amp unnecessary they�re bullies who do not care for others so i wonder if their excuse in their minds is this,non-antisemitic
"rt auschwitzmuseum  january  | a transport of  jews deported from drancy arrived at auschwitz after selection  men and  women were registered in the camp the remaining  people were murdered in gas chambers 

among them rosa paulette samek jamec amp daniel lisoprawski httpstcovvbzqnr",non-antisemitic
"rt mikepompeo ben rhodes told j_insider that netanyahu � and all jews � are �corrupt and cruel� while this view is taking root among some democrats does president biden agree i hope not
httpstcoafoqgec",non-antisemitic
"normski carlosskrr degooder jonathanpienews corporations protecting profits and their image by firing those who pose a risk is not comparable to how jews were treated in nazi germany 

where did i say she should get fired 

you clearly do not know what an sjw is",non-antisemitic
rt ezralevant something�s deeply wrong with montreal�s spvm police they arrest handcuff amp ticket our reporters asking if we�re �jews� or �jew media� they gave us  in fines even though reporters are legally exempt from lockdowns please help us fight back at httpstcorodgjvaa httpstcogpqtqagrf,non-antisemitic
"another misanthrope 

us diplomat openly calls for christian nationstates rails against jews  politico httpstcotzuvguif",non-antisemitic
"rt auschwitzmuseum  january  | french jewish girl rosa lisoprawski was born in paris 

she arrived at auschwitz on  january  in a transport of  jews deported from drancy she was murdered after selection in the gas chamber httpstcoxesikqrsr",non-antisemitic
"rt barbarastarrcnn the extraordinary life of princess alice mother of princephilip who hid jews from the nazis dealt with gestapo confrontations and is now honored among the righteous at yad vashem

httpstcodwplyl",non-antisemitic
mtgreenee wear protection from those space lasers so the jews don�t get you ,non-antisemitic
"rt auschwitzmuseum  april  | a french jewish girl irene cukier was born in paris

she arrived at auschwitz on  august  in a transport of  jews deported from drancy she was among  people murdered in gas chambers after the selection httpstcozdnxwfp",non-antisemitic
"of course were indigenous we meet all of the criteria

why do you think were still called jews httpstcokwdpockc",non-antisemitic
narkosun do not greet the jews and the christians before they greet you and when you meet any one of them on the roads force him to go to the narrowest part of it httpstcofoggizood,antisemitic
"rt billprady dear arizona state rep markfinchem

a hotel canceling a fundraiser is not like hitler murdering jews in concentration camps 

follow auschwitzmuseum for more information 

also you are terrible httpstcozmdsnukf",non-antisemitic
"rt keir_starmer tonight we lightthedarkness with a candle in our windows

after six million jews were murdered in the holocaust we promised never again

we remember those we lost and we stand against hate and prejudice in the world today holocaustmemorialday httpstcopcbyzstahq",non-antisemitic
"rt hjs_delhi the �hindu nation� is needed to make india truly independent

if  million jews can have a �jew nation� namely israel
why cannot  million hindus form a hindu nation  

hindurashtrajagrutisabha httpstcowmwwsdbrml",non-antisemitic
can we be critical of our community yes and we should be but pretending that orthodox jews are not some of the most at risk for antisemitic attack and blaming them for community problems so that you can distance yourself is literally so brain dead i cannot even begin,non-antisemitic
thephightins but its tom brady day you shouldn�t be cleaning at all you should respect that day like jews with shabbat come on nicole,non-antisemitic
rt royathewriter yesterday some proud boys wore shirts with mwe insignia it means  million jews wasnt enough a reminder that if democracy becomes vulnerable genocidal forces in the wings are ready to rise yes even in america capitolriots httpstcotydhkxvby,non-antisemitic
rt arnoldroth there were  million jews when ww erupted in  barely  of them in what was called palestine data released to mark holocaust memorial day tonight show worlds depleted jewish population to be  million thankfully  of us today live in israel amyisraelchai httpstcobutrgmu,non-antisemitic
as we jews say kol hakavod lach solidarity you made the right choice rabbi shmuley is a friend of the radical right and a trumpist sheldon adelson was a major funder you would not have been at home there httpstcozoiacuva,non-antisemitic
rt kavita_krishnan which thoughts are those minofculturegoi the one where he said the nazi purge of jews was something india should l�,non-antisemitic
"rt auschwitzmuseum  april  | a french jewish girl mich�le levy was born in paris

she arrived at auschwitz on  december  in a transport of  jews deported from drancy she was among  people murdered in a gas chamber after the selection httpstcoippczeryus",non-antisemitic
emmalikestrains no question there are debates about whether jews or muslims have the best hummus that predate the modern state of israel,non-antisemitic
"rt theradr i keep seeing this narrative here about how the jews were passive and meek during the holocaust didn�t protest and it makes me furious it is wrong it is dangerous and it is harmful af 

x thread",non-antisemitic
rt lsaarsourr jews are indigenous to judea,non-antisemitic
"rt moontwerk cw antisemitism hate crime violence 

on wednesday an orthodox jewish family including a  year old baby were slashed by an attacker in downtown manhattan this was one of multiple horrific attacks against jews this year alone they aren�t random they�re targeted ",non-antisemitic
alexnazaryan i hereby formally request the jews to use the space laser to remove all the snow from my driveway pretty please,non-antisemitic
jlgarsh criticalthotcop ive been actively trying to get her fired for months for her support of the insurrection shes antimask shes antilgbtq but lucasfilm and disney were keeping her on until she offended them with nazi posts comparing cancel culture of republicans to persecuted jews,non-antisemitic
rt wajahatali seriously the jewish space laser trend is terrifying its an extention of the white supremacist conspiracy that powerful jews are using muslims immigrants black people amp now lasers to destroy western white civilization hate that was fringe is now mainstream thanks gop,non-antisemitic
"rt missionkaali israel has the same problem we do with cryptoxtians  its as if antisemitism never disappeared  its just that they cant kill jews just deceive them into converting

piousfraud antisemitisme
fakereligion christianity

httpstcosehlwiley httpstcopkpbpvlrv",non-antisemitic
rt robreiner first mccarthy era a communist under every bed second mccarthy era jews with space lasers who drink baby�s blood around every corner,non-antisemitic
"a two state solution  for palestinians in israels concentration camps

ps so is america being a christian state acceptable to jews living in new york

leecamp grahamelwood jimmy_dore raniakhalek kylekulinski medeabenjamin aaronjmate benjaminnorton maxblumenthal httpstcoeqvrcinju",antisemitic
"rt pale_ntologist kristallnacht�the night of broken glass�was a governmentled pogrom against jews it was in many ways the start of the shoah comparing it to losing twitter followers is a disgusting desecration of our ancestors pain

ill show you where you can shove some broken glass steve httpstcorfeqgrppcj",non-antisemitic
squeezedhe teatootler spicyyeti so are you happy mocking jews if theyd converted instead of being born into the faith ,non-antisemitic
"rt ostrov_a just pause to think for a moment 

 million jews were murdered in the holocaust

if a minute�s silence was observed for each victim the silence would last more than  years

holocaustremembranceday httpstcokeorhemmzr",non-antisemitic
shannonfreshour partlycloudypat justagirl zengrrrl seriouslyabsurd alsowonderwoman libbityboo jaykayokay mzungu i supported you in your last run as we jews say never again,non-antisemitic
rt soniasikka taru_uniyal yes learn from jews they know what its like to be blamed for their own persecution they know you can be m�,non-antisemitic
gayreo christians muslims pagans jews native americans and buddhists httpstcowirmjkbcmm,non-antisemitic
"rt auschwitzmuseum our online lesson explains the process of turning auschwitz into a center of extermination of jews in gas chambers httpstcosavaellyil

other lessons httpstcogqoaoijq",non-antisemitic
rt steveschmidtses hawleymo poisoned american democracy with his lies he incited an attack on the us capitol that included neo nazis c�,non-antisemitic
it�s yomhashoah today holocaustremembranceday as a child i stood in the capital as we read the names of the  million jews murdered during this time thankful for our interfaith erg at delltech for sharing this important day with our colleagues never again httpstcoshrzqpfew,non-antisemitic
"if the german government had done the needful with hitler surely million jews wouldnt have been dessimated with the most inhuman methods
we are now giving mad men audience just as the germans then appeasing themlaying a terrible foundation wake up mbuhari profosinbajo",non-antisemitic
"rt rafaelshimunov this week in  freedomseder took place on the st memorial of mlks assassination organized by jews for urban justice

tonight you can carry this tradition with jews for racial and economic justices freedom seder

rsvp httpstcowpqwqfsm httpstconcrrqtwdeo",non-antisemitic
domagojbabi tuckcomatus bartaway oh certainly its a rhetorical device that goes back centuries tsarists would often claim before  that the rural areas were real russia and the urbanites just a handful of troublemakers and just as urban now in the us is code for black back then it was code for jews,non-antisemitic
the disgusting anti semite democrats keep spitting in the face of every jew yet the majority of jews keep voting for them httpstcokpvyshlpr,non-antisemitic
"rt hickoryhill the jews picked up stones again to stone him
john   httpstcoavsnrelv",antisemitic
rt billkristol accommodation to observant jews not a big part of the �anglosaxon� tradition httpstcovfbztlxkk,non-antisemitic
kt_so_it_goes he�s very generous to allow that jews don�t cause antisemitism,non-antisemitic
"xboredalchemist ah yes antisemites always feel the need to invent reasons to blame jews classic victim blaming

keep fighting the bad fight ",non-antisemitic
maninengland cnn this is apartheid it�s only the jews that can�t travel in safety httpstcoivrrvaw,non-antisemitic
rt vp today�on international holocaust remembrance day�we remember the six million jews and the roma and sinti slavs disabled persons lgbtq individuals and many others murdered by the nazi regime and its collaborators,non-antisemitic
rt mikepompeo ben rhodes told j_insider that netanyahu � and all jews � are �corrupt and cruel� while this view is taking root among s�,non-antisemitic
"rt reallyamerican while marjorie greene spreads dangerous conspiracies about jews controlling the world with a jewish space laser the rest of the gop is as silent as jim jordan at a wrestling sleepover

retweet if you agree we must expelhernow

video by really american host chipfranklin httpstcoqrnfwzkq",non-antisemitic
rt amyspitalnick neonazis are murdering jews in synagogue and farright antisemitic members of congress are enabling violent insurrections in our capitol there is no actual equivalent on the left i fear that some will bothsides the jewish american community to death,non-antisemitic
"masalafry immyh gmb baddiel what has a british jew discussing antisemitism got to do with israel

go off and discuss israel all you like

targeting jews with no connection to israel to yell at about israel is racist

the tweet was racist and you are supporting a racist",non-antisemitic
"rt auschwitzmuseum  april  | a french jewish girl mich�le levy was born in paris

she arrived at auschwitz on  december �",non-antisemitic
rt cherylprice johnroderick i have a question about the jews is this a good time httpstcolmfktx,non-antisemitic
rt ami_magazine in this week�s issue of ami_magazine the amazing story of prince philip�s mother princess alice of battenberg who rescued the lives of jews during the holocaust httpstcoazbondpst,non-antisemitic
rt elivalley shabbat shalom to everybody except opportunistic grifters who debase the meaning of antisemitism equate jews with israelis and trivialize the holocaust in a craven pitch to apartheid advocates to everybody else a restful shabbos  httpstcoxjclsdcz,non-antisemitic
rt auschwitzmuseum  january  | a meeting was held in a villa in berlinwannsee to discuss logistics and legal aspects of the operation of the extermination of jews this is the first page of the wannsee conference protocol find documents here httpstcojkzdotft httpstcobrhddegfqt,non-antisemitic
rt christiantoday the uk has a long history of welcoming people from huegenots and jews to more recently asians and poles ukhk is is a fantastic initiative for ordinary britons to help the latest group hong kongers to come and settle successfully  httpstcocnezbmym,non-antisemitic
�bad jews� by joshua harmon is overwhelmingly emotional i�ve never quite gotten why it�s a comedy,non-antisemitic
reportsdanews i say this as god is my witness i despise the white privilege it is not right im a white man i do not agree with supremacy at all jesus is king of the jews he doesnt condone hatred his gospel is love peace tolerance,non-antisemitic
"ramzpaul the fact that you�re trying to connect the american defamation league w israeli policy implyies dual loyalties  the age old trope of antisemites 

american jews are not responsible for israeli policies they are completely unrelated",non-antisemitic
"rt dhruv_rathee sending jews to concentration camps is our internal matter external forces can be spectators but not participants

 hitler",non-antisemitic
"rt dancohen while decent human beings hope for international cooperation to combat covid zionists see the pandemic as an opportunity to
 kill as many palestinians as possible
 compel jews to join their racist project of demographic engineering 

supremacist ideology on full display httpstcomnpzzzl",antisemitic
rt stopantisemites we want to vomit  people are celebrating and cheerleading the death of jews tonight in mount meron httpstcoaxsynav,non-antisemitic
rt abramsssssz jews especially jewish bipoc also have a right to be fucking scared when people are flying nazi flags and wearing �camp auschwitz� clothing at the us capitol these people are the biggest threat to us and to so many other marginalized groups,non-antisemitic
switch out �boys� with jews httpstcooircbpeiy,non-antisemitic
rt colormered his defense of an innocent woman being attacked at a jews for trump  rally almost cost him his life httpstcoyzuwwt�,non-antisemitic
"rt auschwitzmuseum  march  | a dutch jewish girl carla bromet was born in the hague 

on  february  she was deported from westerbork to the theresienstadt ghetto she arrived at auschwitz on  october  in a transport of  jews she was murdered in a gas chamber httpstcooevxfnv",non-antisemitic
respectablelaw mattyglesias aren�t you the guy who said nazi doctors experimenting on jews weren�t antisemitic,non-antisemitic
"rt stopantisemites first nbcsnl now nbc nurses airs a viciously antisemitic episode filled with lies about orthodox jews

a dead goyim leg  from an arab a woman gd forbid an arab women  israel  without this next step you wont walk again 

lies and libels lead to violence httpstcobvraxiqe",non-antisemitic
"minghann constcrepe dustinbenge this luther the one that hated jews

httpstcoaansbednp",non-antisemitic
the worst jew hater in the world are jews who hate jews j st must me destroyed long live israel never again httpstcoybasglid,non-antisemitic
"answersfromthebible

but we preach christ crucified a stumbling block to jews and folly to gentiles

 corinthians 
english standard version esv

download omega httpstcopdkuzuz",antisemitic
mav europeanits jr huang_silas komyooe spokespersonchn  the allies knew the nazis were imprisoning jews in concentration camps  what wasnt known is that they were actually extermination camps there are hundreds of accounts of allied soldiers being shocked at what they found when the camps were liberated,non-antisemitic
"romans bsp_pari brethrenindia indianf sevakmasih anupsssingh alienonearth suspended_hindu tam_chris pro_tweeter therealpraneeth theholyghosth afailz karmaburma lol and lol 
two completely different situations

one with jews where jesus literally meant what he said spoken from his own mouth

another of last supper where someone is telling a story according his whims and wishes after jesus has died",non-antisemitic
rt ltsweaterpaws if you aren�t jewish i would appreciate if you guys would retweet and spread this everyone should be talking about this not just jews httpstcocaocgmvwf,non-antisemitic
israeli jews petition international criminal court say israel�s mandatory covid vaccines violate nuremberg code httpstcowoihbppcm yes it does i`ve been saying that for months now and any private company that requires it for employment are in violation as well ,non-antisemitic
rt trumpjew �most people today don�t realize that to get to the point where nazi soldiers could easily round up thousands of jews the g�,non-antisemitic
rt mrotzie tom emmer who sent out a fundraising letter claiming that rich jews helped democrats buy congress wants everyone to be nicer,non-antisemitic
jmj_ade jews who convert to orthodoxy are even more so,non-antisemitic
"rt auschwitzmuseum  march  | a french jewish girl ida fistel was born in paris 

she arrived at auschwitz on  march  in a transport of  jews deported from drancy she was among  people selected by ss doctors and murdered that day in a gas chamber httpstcouqxwaspgmc",non-antisemitic
matthewgalanty jonathanmweiss viet_t_nguyen you should be ashamed of yourself disgusting trying to obscure the facts in unprovoked attacks on jews and asians youve been taken in by ideology,non-antisemitic
"rt delafina look nonjewish friends i want you to understand that yes the space laser thing is funny and ridiculous and a lot of jews are joking about it 

but its also hella scary that an elected us leader is out there preaching antisemitic conspiracy theories and hasnt been recalled",non-antisemitic
rt marilynstowe priyamvadagopal you mention him in the same tweet as a man who advocated and supported the extermination of six million�,non-antisemitic
httpstcojvhhjcq chusidel road trip ,non-antisemitic
jocobazzi lovely_leah_x the issue is that jews were forbidden even to approach our holy site until  the security there now is to stop us being murdered same as security outside of synagogues all over the world,non-antisemitic
"rt davidharrisajc when i wonder how long we�ll be in covid lockdown i think of my

wife then  hiding for weeks in libya in  as mobs searched for jews

mom as a teenager fleeing nazis in france

dad fighting nazis 

they had it worse i�m always inspired by their strength",non-antisemitic
